sampleId,buildingType,numFloors,floorHeight,numBeams,numColumns,beamSection,columnSection,concreteStrength,steelGrade,steelGradeName,seismicZone,windLoad,liveLoad,deadLoad,maxDeflection,maxStress,stabilityIndex,seismicResistance
9036,office,25,4.0,220,100,40,50,25,355,S355,Zone 4,1.29,3.31,4.16,2651878.02,20.37,100.0,82.18
9037,office,5,4.0,40,16,26,36,45,235,S235,Zone 1,1.1,3.17,4.47,6732.05,75.97,100.0,86.22
9038,residential,2,3.0,24,9,20,45,20,420,S420,Zone 1,0.61,1.57,4.06,23.08,115.32,100.0,82.62
9039,residential,2,3.0,24,9,10,30,20,460,S460,Zone 1,0.65,2.02,4.26,397.19,1043.66,47.97,83.59
9040,office,25,4.0,220,100,32,40,45,460,S460,Zone 2,0.88,3.45,5.08,2958933.89,38.2,100.0,95.02
9041,residential,12,2.7,180,81,60,60,25,235,S235,Zone 1,1.12,1.56,3.45,4346.91,4.1,100.0,83.36
9042,office,4,3.5,40,16,22,50,45,275,S275,Zone 4,1.13,3.62,5.88,380.23,137.1,75.96,49.29
9043,residential,5,2.7,40,16,24,60,60,460,S460,Zone 1,0.43,1.7,4.48,49.76,79.1,100.0,92.91
9044,residential,3,2.7,24,9,24,50,80,420,S420,Zone 2,0.32,1.63,3.96,11.88,63.8,100.0,85.25
9045,residential,12,2.7,144,64,45,50,20,235,S235,Zone 1,0.59,1.62,3.71,6174.03,9.64,100.0,82.17
9046,office,6,4.5,40,16,22,36,40,420,S420,Zone 1,0.78,3.75,5.69,23247.59,153.14,72.45,90.96
9047,commercial,3,4.5,24,9,20,30,60,460,S460,Zone 4,0.65,4.65,6.0,1630.36,220.36,62.92,52.52
9048,commercial,1,4.0,24,9,14,32,25,460,S460,Zone 4,0.74,4.03,5.69,143.98,531.64,82.85,46.74
9049,residential,3,3.0,24,9,12,18,40,420,S420,Zone 3,0.63,2.37,3.46,1974.46,499.63,45.95,60.11
9050,office,12,4.0,220,100,55,60,35,355,S355,Zone 3,0.72,3.88,4.42,15871.92,7.62,100.0,80.07
9051,residential,4,3.3,40,16,36,50,60,275,S275,Zone 0,0.46,2.06,3.48,96.54,18.23,100.0,97.31
9052,office,8,3.5,60,25,32,40,30,460,S460,Zone 3,0.85,3.37,4.02,18521.21,35.84,100.0,74.74
9053,commercial,3,4.5,24,9,22,26,35,275,S275,Zone 1,1.12,4.36,6.95,7359.41,182.31,66.47,82.76
9054,residential,6,3.0,60,25,30,45,60,460,S460,Zone 1,0.59,1.6,4.9,587.57,42.59,100.0,94.72
9055,commercial,1,4.5,24,9,10,22,35,235,S235,Zone 0,0.73,4.76,5.67,649.31,1669.92,47.81,90.0
9056,residential,2,3.0,24,9,18,40,50,275,S275,Zone 1,0.42,2.45,4.02,34.87,193.44,100.0,85.93
9057,residential,6,3.0,40,16,28,32,50,235,S235,Zone 2,0.64,2.4,3.07,4198.39,39.76,100.0,79.97
9058,residential,5,2.7,60,25,40,50,45,275,S275,Zone 0,0.32,2.06,4.84,63.46,16.21,100.0,93.56
9059,commercial,5,4.0,84,36,22,22,80,460,S460,Zone 2,0.49,4.63,6.08,9122.31,147.35,76.63,91.59
9060,office,5,4.5,84,36,24,45,50,355,S355,Zone 0,0.83,3.11,5.15,1939.22,90.18,96.32,96.94
9061,residential,6,3.0,40,16,28,30,90,275,S275,Zone 1,0.98,1.73,4.63,6217.4,47.42,100.0,93.64
9062,office,8,4.0,84,36,36,60,45,420,S420,Zone 0,0.9,3.47,5.04,4358.6,26.94,100.0,97.42
9063,office,8,4.0,112,49,28,28,35,275,S275,Zone 0,0.91,3.04,5.67,79648.16,68.54,100.0,91.06
9064,commercial,2,4.5,24,9,16,60,60,235,S235,Zone 1,0.69,4.68,5.95,101.94,429.27,80.04,87.23
9065,residential,10,2.7,144,64,55,60,35,275,S275,Zone 0,1.17,1.98,3.63,1770.89,5.87,100.0,91.06
9066,commercial,1,4.0,24,9,16,16,20,420,S420,Zone 3,0.99,4.58,5.34,158.73,376.92,49.77,56.98
9067,commercial,1,4.5,24,9,22,24,30,235,S235,Zone 3,1.01,4.38,6.11,44.86,166.95,73.69,55.47
9068,residential,12,3.0,220,100,45,45,80,460,S460,Zone 0,0.85,1.53,3.8,8340.39,9.79,100.0,100.0
9069,office,12,4.5,144,64,55,60,90,460,S460,Zone 0,1.07,3.57,4.12,33782.89,6.93,100.0,100.0
9070,residential,4,2.7,40,16,30,50,25,460,S460,Zone 1,0.37,2.15,3.02,43.59,33.28,100.0,84.72
9071,residential,10,2.7,144,64,40,50,30,275,S275,Zone 1,1.21,1.73,3.13,3890.05,12.98,100.0,84.94
9072,office,5,3.5,60,25,40,45,25,275,S275,Zone 1,0.71,3.41,5.35,893.17,20.64,100.0,81.92
9073,industrial,1,6.0,24,9,22,30,45,460,S460,Zone 0,1.01,5.89,7.67,58.11,222.65,68.7,98.48
9074,office,6,3.5,60,25,22,28,30,460,S460,Zone 1,0.89,3.49,4.13,17894.85,110.01,78.89,88.53
9075,office,8,4.5,112,49,28,60,20,235,S235,Zone 2,1.16,3.78,5.1,12723.4,67.95,97.65,78.71
9076,office,15,4.0,220,100,32,36,70,355,S355,Zone 2,0.74,3.3,4.1,269274.73,34.23,100.0,95.87
9077,office,8,4.5,84,36,30,60,25,420,S420,Zone 3,0.59,3.16,5.91,7873.22,56.6,100.0,76.27
9078,office,6,3.5,84,36,28,50,45,460,S460,Zone 3,1.29,3.27,5.51,1759.05,60.26,100.0,72.7
9079,commercial,5,4.0,60,25,28,36,35,460,S460,Zone 4,1.15,4.18,5.68,5997.32,67.06,100.0,61.23
9080,office,5,3.5,84,36,30,45,70,355,S355,Zone 1,1.03,3.4,5.67,657.11,49.62,100.0,94.29
9081,commercial,2,4.0,24,9,24,36,30,275,S275,Zone 2,0.92,4.51,5.31,120.77,110.11,85.3,72.97
9082,residential,5,3.0,40,16,36,50,35,460,S460,Zone 3,0.55,1.66,4.16,247.17,18.95,100.0,63.64
9083,residential,2,3.3,40,16,18,18,35,460,S460,Zone 1,0.77,1.81,4.92,372.96,200.94,61.51,86.99
9084,residential,2,2.7,24,9,14,14,25,235,S235,Zone 3,0.75,2.33,4.58,628.01,390.59,47.81,54.69
9085,commercial,2,3.5,24,9,14,18,50,235,S235,Zone 1,0.87,4.38,5.69,716.29,558.12,46.72,84.96
9086,residential,8,3.0,60,25,40,45,60,275,S275,Zone 1,0.84,2.15,4.88,3826.72,16.24,100.0,91.55
9087,industrial,1,4.5,24,9,14,20,50,275,S275,Zone 1,1.06,6.87,8.66,234.71,904.05,47.51,85.93
9088,office,8,4.0,60,25,28,50,50,235,S235,Zone 3,0.47,3.71,4.01,5791.73,57.3,100.0,75.85
9089,residential,8,2.7,60,25,40,50,50,460,S460,Zone 3,0.45,1.82,3.2,856.94,13.67,100.0,74.17
9090,commercial,2,4.5,40,16,20,40,30,235,S235,Zone 1,0.66,4.15,5.19,68.4,187.76,68.6,80.43
9091,commercial,2,4.0,40,16,14,26,25,355,S355,Zone 4,0.9,4.51,5.38,338.18,551.66,46.48,45.35
9092,residential,2,2.7,24,9,16,26,25,420,S420,Zone 0,0.73,2.33,4.11,79.03,259.93,58.0,92.42
9093,office,5,3.5,40,16,22,60,70,460,S460,Zone 0,0.54,3.07,4.19,182.97,105.04,94.93,100.0
9094,office,10,4.0,112,49,60,60,35,355,S355,Zone 3,0.91,3.64,4.72,13172.76,6.2,100.0,78.14
9095,residential,12,3.3,144,64,40,60,90,235,S235,Zone 0,0.51,1.75,3.63,3722.09,13.31,100.0,100.0
9096,residential,4,3.3,24,9,26,50,35,275,S275,Zone 2,0.88,1.66,3.52,331.81,51.33,100.0,74.18
9097,residential,2,3.3,24,9,22,28,45,420,S420,Zone 2,0.76,1.87,4.6,90.82,105.9,92.26,79.15
9098,residential,2,3.0,24,9,20,50,70,460,S460,Zone 3,0.44,1.75,4.36,23.06,128.72,100.0,65.46
9099,commercial,5,3.5,40,16,40,50,35,355,S355,Zone 3,0.63,4.86,6.4,680.45,31.07,100.0,65.22
9100,commercial,1,3.5,24,9,12,16,45,235,S235,Zone 0,0.38,4.43,6.44,320.01,1025.86,53.56,92.5
9101,residential,4,2.7,60,25,40,50,80,235,S235,Zone 3,0.68,2.01,3.91,27.7,16.46,100.0,62.5
9102,commercial,2,4.0,40,16,18,18,50,355,S355,Zone 0,0.7,4.98,5.86,812.67,271.7,55.28,96.94
9103,residential,3,3.3,40,16,22,30,35,275,S275,Zone 1,0.83,2.19,4.29,409.07,96.94,87.95,82.53
9104,residential,10,3.0,180,81,32,36,45,420,S420,Zone 4,0.97,1.9,4.45,15408.5,34.02,100.0,71.39
9105,commercial,6,3.5,60,25,32,36,40,275,S275,Zone 1,0.95,4.77,5.43,5915.98,54.72,100.0,86.27
9106,residential,3,3.0,24,9,10,50,45,460,S460,Zone 0,0.39,2.4,4.02,347.5,1137.57,64.86,98.48
9107,residential,12,3.0,144,64,55,60,25,235,S235,Zone 1,0.77,1.97,4.86,5932.13,6.1,100.0,83.68
9108,commercial,1,4.5,24,9,10,12,45,355,S355,Zone 2,0.45,4.64,6.96,700.22,1900.04,42.52,77.75
9109,commercial,3,3.5,24,9,24,60,25,460,S460,Zone 3,1.28,4.16,6.16,90.47,122.43,84.2,58.43
9110,residential,2,3.0,40,16,12,24,30,355,S355,Zone 3,0.78,2.43,3.42,167.85,545.36,48.83,57.46
9111,residential,6,3.3,60,25,26,30,60,355,S355,Zone 2,0.74,2.18,4.02,5885.79,56.47,100.0,85.84
9112,residential,2,3.0,24,9,16,28,40,275,S275,Zone 4,0.37,2.47,3.8,67.65,234.55,66.19,46.16
9113,office,12,4.5,180,81,45,50,30,460,S460,Zone 0,0.58,3.95,5.67,57891.24,16.26,100.0,94.73
9114,commercial,3,3.5,24,9,12,28,90,235,S235,Zone 0,1.05,4.47,5.44,831.94,902.87,45.33,100.0
9115,residential,3,2.7,40,16,20,22,30,275,S275,Zone 1,0.33,1.66,4.13,201.66,128.88,76.48,81.39
9116,residential,10,3.0,112,49,50,60,70,420,S420,Zone 4,1.1,1.97,4.46,2551.03,9.0,100.0,75.97
9117,residential,12,2.7,220,100,32,60,40,420,S420,Zone 1,0.53,2.27,4.82,1312.15,32.44,100.0,91.62
9118,residential,4,2.7,24,9,30,30,35,275,S275,Zone 1,0.65,1.56,4.22,743.33,33.99,100.0,82.53
9119,office,10,3.5,112,49,32,45,80,355,S355,Zone 4,1.07,2.71,5.4,15756.24,42.09,100.0,78.63
9120,office,10,4.5,144,64,36,40,50,235,S235,Zone 2,0.61,2.99,4.27,54429.96,26.59,100.0,86.82
9121,commercial,1,4.0,24,9,18,18,45,460,S460,Zone 2,1.05,4.48,5.54,74.57,281.44,58.5,80.02
9122,office,8,3.5,84,36,22,40,20,275,S275,Zone 1,1.0,3.02,4.29,18942.47,116.3,77.69,82.71
9123,residential,8,2.7,60,25,28,50,35,275,S275,Zone 2,0.39,1.53,4.98,905.61,52.12,100.0,79.39
9124,commercial,2,4.5,24,9,24,60,45,460,S460,Zone 2,0.5,4.48,5.8,22.41,108.73,100.0,80.02
9125,office,8,3.5,112,49,28,32,80,420,S420,Zone 2,1.33,3.07,4.07,22785.49,50.07,100.0,93.85
9126,office,12,4.5,180,81,60,60,60,355,S355,Zone 1,0.77,3.86,4.85,23379.8,6.13,100.0,96.24
9127,commercial,4,4.5,24,9,36,36,90,275,S275,Zone 1,0.48,4.67,6.71,2117.04,37.6,100.0,93.64
9128,residential,5,3.0,60,25,30,32,20,235,S235,Zone 0,0.32,2.25,4.24,872.97,39.22,100.0,86.25
9129,office,4,4.5,60,25,26,28,25,235,S235,Zone 1,1.22,2.74,5.57,13068.57,82.14,97.83,81.07
9130,office,15,4.5,220,100,55,60,80,420,S420,Zone 2,0.77,2.73,4.2,54938.37,7.13,100.0,99.2
9131,residential,3,2.7,24,9,24,32,80,355,S355,Zone 3,0.81,2.07,4.07,102.62,72.3,100.0,64.49
9132,residential,3,3.3,24,9,16,20,80,235,S235,Zone 1,0.58,2.06,4.34,1350.72,245.96,59.26,90.62
9133,office,5,4.0,40,16,40,40,80,355,S355,Zone 3,0.82,3.66,4.77,3014.52,21.56,100.0,75.17
9134,commercial,1,4.0,24,9,20,50,45,460,S460,Zone 3,0.85,4.08,5.21,33.0,174.46,100.0,61.55
9135,residential,8,3.3,60,25,32,32,60,460,S460,Zone 2,1.16,2.17,4.81,32749.53,36.09,100.0,90.96
9136,residential,2,3.3,24,9,16,50,60,460,S460,Zone 0,0.53,1.97,4.81,63.03,281.38,100.0,100.0
9137,office,10,3.5,112,49,40,50,50,355,S355,Zone 2,0.65,2.55,5.66,7541.32,18.97,100.0,88.29
9138,residential,5,3.3,84,36,30,45,35,235,S235,Zone 2,0.74,1.52,3.68,509.18,32.91,100.0,75.88
9139,commercial,1,4.0,24,9,16,18,45,355,S355,Zone 2,0.42,4.61,5.07,89.02,406.2,58.73,77.75
9140,residential,6,3.3,40,16,28,32,40,355,S355,Zone 1,0.84,1.95,4.26,8859.54,49.61,100.0,87.98
9141,residential,3,3.0,40,16,14,36,60,420,S420,Zone 2,0.31,2.07,3.1,85.5,284.7,66.44,82.2
9142,residential,5,2.7,40,16,28,28,50,275,S275,Zone 1,0.72,1.58,4.7,1777.84,46.54,100.0,86.17
9143,commercial,3,3.5,40,16,18,60,80,275,S275,Zone 1,0.65,4.92,6.56,65.86,343.66,86.07,91.59
9144,office,6,4.5,84,36,40,60,40,355,S355,Zone 4,0.68,2.68,5.36,1429.1,20.6,100.0,67.14
9145,office,15,4.5,220,100,30,32,40,460,S460,Zone 1,0.69,3.99,5.2,968537.66,49.87,100.0,94.58
9146,commercial,3,4.5,24,9,24,50,60,460,S460,Zone 1,0.83,4.56,6.11,257.52,133.63,86.08,92.91
9147,office,15,3.5,220,100,32,36,30,235,S235,Zone 1,0.67,3.05,5.48,166966.15,42.64,100.0,85.83
9148,office,8,4.5,84,36,32,40,30,355,S355,Zone 1,1.44,3.42,4.52,78742.48,39.83,100.0,87.92
9149,industrial,4,5.0,60,25,28,36,35,235,S235,Zone 1,1.09,8.73,6.61,6292.71,121.08,89.09,83.89
9150,residential,3,2.7,24,9,10,32,20,275,S275,Zone 2,0.36,1.65,3.53,289.05,889.19,46.68,70.94
9151,residential,2,3.0,24,9,16,20,80,420,S420,Zone 4,0.47,2.28,4.05,100.72,272.11,61.42,52.46
9152,office,5,3.5,40,16,28,40,40,235,S235,Zone 3,0.63,3.76,4.07,1590.02,53.75,100.0,63.86
9153,commercial,2,3.5,24,9,18,20,45,235,S235,Zone 1,0.38,4.8,5.47,245.2,296.25,56.07,83.83
9154,residential,3,3.3,40,16,24,60,90,235,S235,Zone 2,0.59,1.93,3.08,15.19,60.79,100.0,81.25
9155,residential,6,2.7,60,25,32,40,40,275,S275,Zone 4,0.66,1.57,3.03,840.42,22.65,100.0,53.16
9156,residential,5,3.3,60,25,30,60,35,355,S355,Zone 4,0.38,2.35,3.21,93.76,34.69,100.0,54.21
9157,office,12,4.0,220,100,60,60,25,235,S235,Zone 0,0.88,2.75,4.93,22098.81,5.28,100.0,87.5
9158,commercial,1,4.5,24,9,10,50,35,235,S235,Zone 1,0.42,4.88,5.25,601.99,1552.08,91.6,81.56
9159,office,6,3.5,40,16,36,40,45,275,S275,Zone 1,1.29,2.72,5.12,7537.29,27.86,100.0,87.44
9160,office,12,4.0,144,64,30,50,90,460,S460,Zone 0,1.01,3.58,4.16,33968.44,48.04,100.0,100.0
9161,office,15,3.5,220,100,32,40,60,460,S460,Zone 3,1.35,2.93,4.79,165163.69,34.38,100.0,88.77
9162,residential,5,2.7,60,25,28,32,30,275,S275,Zone 1,0.38,2.12,4.14,480.07,43.84,100.0,81.63
9163,residential,3,3.3,24,9,12,12,50,235,S235,Zone 0,0.28,1.96,3.69,7069.31,528.76,46.29,93.75
9164,office,6,4.5,60,25,28,40,30,275,S275,Zone 4,0.5,3.97,5.8,8682.23,75.18,100.0,63.85
9165,residential,5,2.7,84,36,32,40,30,235,S235,Zone 1,0.53,2.25,4.8,239.87,31.45,100.0,80.66
9166,residential,4,3.3,60,25,30,40,80,460,S460,Zone 4,0.33,1.84,4.33,101.93,38.48,100.0,53.57
9167,office,5,3.5,60,25,30,40,50,235,S235,Zone 2,0.79,3.2,4.84,1168.52,49.68,100.0,79.68
9168,industrial,2,6.0,40,16,22,28,90,420,S420,Zone 1,0.49,6.82,6.28,534.68,216.7,70.33,95.08
9169,office,5,3.5,60,25,32,36,40,460,S460,Zone 3,1.08,2.67,4.9,2575.31,39.28,100.0,68.05
9170,residential,3,3.0,40,16,14,14,45,460,S460,Zone 2,0.72,1.75,3.58,3809.88,299.34,51.42,80.02
9171,residential,10,2.7,144,64,32,40,25,460,S460,Zone 2,1.04,2.27,4.74,10159.82,37.07,100.0,83.35
9172,residential,4,2.7,40,16,22,50,40,355,S355,Zone 3,0.45,2.11,4.22,44.99,88.53,100.0,59.03
9173,office,12,4.0,220,100,50,60,40,460,S460,Zone 0,0.94,3.51,5.21,18807.2,10.31,100.0,97.23
9174,office,12,4.5,180,81,30,36,20,235,S235,Zone 2,1.03,3.62,4.96,442787.35,50.02,100.0,80.69
9175,residential,8,2.7,60,25,32,32,45,275,S275,Zone 1,0.72,2.46,4.33,7832.05,31.8,100.0,87.57
9176,residential,8,2.7,60,25,26,26,25,355,S355,Zone 2,0.75,2.2,4.84,24127.47,59.23,100.0,79.07
9177,residential,4,3.3,40,16,36,50,35,355,S355,Zone 3,0.33,2.48,3.1,82.11,19.15,100.0,58.63
9178,residential,5,3.3,60,25,30,45,25,275,S275,Zone 2,0.98,2.15,4.55,965.66,40.09,100.0,74.67
9179,residential,2,3.3,40,16,20,60,45,355,S355,Zone 3,0.64,2.31,4.31,22.05,146.9,100.0,59.81
9180,residential,5,2.7,40,16,40,60,30,420,S420,Zone 2,0.39,2.0,4.72,60.75,18.62,100.0,76.59
9181,office,12,4.5,144,64,45,50,35,355,S355,Zone 3,0.77,3.22,5.01,73333.42,16.01,100.0,81.18
9182,residential,3,3.3,24,9,16,30,30,355,S355,Zone 1,0.71,2.17,4.45,532.07,250.98,54.2,83.32
9183,industrial,1,5.0,24,9,12,45,50,235,S235,Zone 3,0.72,6.77,7.47,420.69,1305.73,92.49,58.59
9184,commercial,1,4.5,24,9,20,32,80,460,S460,Zone 2,0.57,4.89,6.51,43.07,246.72,100.0,86.11
9185,commercial,3,4.0,24,9,20,40,60,420,S420,Zone 0,0.63,4.61,6.97,320.82,231.78,62.99,100.0
9186,office,20,3.5,220,100,40,45,60,460,S460,Zone 2,0.64,2.86,5.15,222719.99,19.85,100.0,96.81
9187,commercial,1,3.5,24,9,10,20,30,420,S420,Zone 1,0.58,4.32,6.3,603.43,1657.7,55.1,84.89
9188,industrial,1,6.0,24,9,14,36,45,235,S235,Zone 2,1.21,8.16,6.69,214.88,883.9,53.73,75.16
9189,residential,5,3.3,84,36,30,40,20,420,S420,Zone 1,0.32,2.13,5.0,461.97,38.58,100.0,84.02
9190,industrial,3,6.0,24,9,22,45,20,355,S355,Zone 0,0.56,5.93,9.1,2163.74,222.78,58.88,89.44
9191,residential,8,2.7,112,49,24,26,50,460,S460,Zone 2,1.02,2.06,4.35,16585.72,76.68,100.0,86.95
9192,residential,5,3.3,60,25,28,28,90,420,S420,Zone 2,0.38,2.44,4.4,1393.26,51.68,100.0,88.46
9193,office,15,4.5,220,100,36,36,60,235,S235,Zone 1,0.97,2.61,4.5,667090.41,25.23,100.0,93.63
9194,commercial,3,3.5,40,16,14,45,90,460,S460,Zone 0,0.77,4.96,6.64,180.85,699.87,55.4,100.0
9195,office,10,4.5,144,64,55,60,20,460,S460,Zone 2,0.65,3.41,4.56,17963.36,8.26,100.0,85.42
9196,residential,2,3.3,24,9,20,32,50,235,S235,Zone 0,0.61,2.06,3.87,47.01,108.98,88.37,93.75
9197,office,15,3.5,220,100,36,45,60,460,S460,Zone 4,1.24,3.88,5.77,89138.63,34.83,100.0,84.28
9198,office,8,4.5,84,36,30,40,50,275,S275,Zone 0,0.96,3.7,4.12,43558.91,49.06,100.0,94.81
9199,commercial,3,4.5,40,16,16,28,45,275,S275,Zone 2,0.45,4.23,6.61,1276.66,430.11,49.51,76.5
9200,office,4,3.5,60,25,40,40,90,235,S235,Zone 4,1.04,3.5,5.99,358.23,22.96,100.0,52.68
9201,residential,6,3.3,84,36,40,40,35,275,S275,Zone 1,0.65,1.69,3.16,1580.33,13.12,100.0,84.83
9202,residential,5,2.7,84,36,32,40,30,355,S355,Zone 1,0.92,2.09,4.76,405.28,32.06,100.0,83.56
9203,office,4,4.0,24,9,30,50,35,275,S275,Zone 3,0.87,2.73,5.34,957.25,51.09,100.0,61.83
9204,commercial,1,4.0,24,9,12,22,35,275,S275,Zone 4,0.85,4.92,6.85,336.77,1189.53,51.22,45.53
9205,office,25,4.5,220,100,50,50,70,355,S355,Zone 2,0.55,3.25,4.07,1189713.76,9.45,100.0,98.94
9206,residential,4,3.0,60,25,26,26,60,420,S420,Zone 2,0.76,1.94,3.84,863.6,53.89,100.0,82.2
9207,office,6,4.5,84,36,40,50,50,355,S355,Zone 3,0.91,3.75,5.83,3605.89,24.5,100.0,75.92
9208,commercial,5,4.0,84,36,22,22,90,275,S275,Zone 1,1.16,4.1,6.61,20039.39,173.18,75.98,94.2
9209,office,10,4.5,112,49,60,60,35,420,S420,Zone 0,1.26,2.82,5.67,29627.43,6.85,100.0,94.92
9210,residential,6,2.7,84,36,26,36,25,275,S275,Zone 0,0.62,1.76,4.43,1062.78,54.89,100.0,88.56
9211,commercial,2,4.0,24,9,16,28,45,275,S275,Zone 2,0.44,4.1,6.53,151.81,426.24,52.19,76.02
9212,office,15,4.5,220,100,60,60,50,235,S235,Zone 2,0.81,3.06,5.09,79283.74,6.39,100.0,88.64
9213,residential,6,2.7,40,16,24,24,80,460,S460,Zone 1,0.39,1.53,3.67,3701.36,55.33,100.0,97.56
9214,residential,6,2.7,40,16,32,32,80,235,S235,Zone 2,1.12,2.42,4.98,3079.21,36.51,100.0,84.1
9215,residential,8,2.7,60,25,22,26,80,275,S275,Zone 0,0.63,1.79,4.62,13265.53,95.96,99.24,100.0
9216,office,5,4.5,84,36,30,36,60,235,S235,Zone 4,1.03,2.83,5.56,6115.6,49.4,100.0,64.34
9217,office,10,3.5,112,49,50,60,20,460,S460,Zone 0,1.05,3.61,4.8,10777.95,11.88,100.0,92.23
9218,residential,4,2.7,60,25,26,36,70,420,S420,Zone 4,0.86,2.13,3.12,165.25,51.08,100.0,51.84
9219,office,10,4.5,144,64,30,30,90,355,S355,Zone 3,1.25,2.97,4.25,236425.94,46.06,100.0,87.94
9220,industrial,1,5.0,24,9,12,20,80,235,S235,Zone 0,0.43,7.32,9.57,448.72,1610.96,49.76,100.0
9221,residential,2,3.3,40,16,16,40,40,235,S235,Zone 2,0.47,1.68,4.89,63.4,242.96,92.47,74.14
9222,residential,3,2.7,24,9,12,30,80,355,S355,Zone 0,0.64,1.6,4.79,232.25,577.33,50.47,100.0
9223,residential,10,3.0,144,64,60,60,35,275,S275,Zone 3,0.81,2.02,3.71,2285.04,4.1,100.0,72.82
9224,office,12,3.5,144,64,40,50,90,355,S355,Zone 0,0.72,3.77,5.35,13733.99,24.62,100.0,100.0
9225,commercial,6,4.5,84,36,36,50,70,460,S460,Zone 1,1.27,4.69,5.09,4518.72,33.43,100.0,99.06
9226,industrial,1,6.0,24,9,24,26,35,355,S355,Zone 1,0.48,7.96,6.4,53.23,157.19,75.53,84.45
9227,residential,2,2.7,40,16,14,40,80,460,S460,Zone 2,0.32,2.5,4.14,103.99,421.72,100.0,86.11
9228,residential,8,3.3,112,49,32,50,70,420,S420,Zone 2,0.57,2.43,3.09,1444.91,28.47,100.0,92.24
9229,office,25,4.0,220,100,55,60,20,355,S355,Zone 1,1.39,3.58,4.87,1396521.2,8.6,100.0,87.87
9230,residential,6,2.7,84,36,30,50,80,420,S420,Zone 0,1.18,2.0,4.37,310.57,39.67,100.0,100.0
9231,residential,15,2.7,220,100,50,50,20,275,S275,Zone 1,0.61,2.07,4.02,15373.61,7.29,100.0,83.82
9232,residential,5,3.0,40,16,26,40,90,420,S420,Zone 2,0.32,2.4,4.3,256.04,56.63,100.0,87.24
9233,commercial,4,3.5,60,25,30,50,70,275,S275,Zone 2,0.59,4.78,5.59,105.76,63.78,100.0,82.1
9234,commercial,1,4.0,24,9,18,40,40,275,S275,Zone 3,0.65,4.41,5.37,51.88,288.87,100.0,57.7
9235,office,5,4.0,60,25,36,40,90,235,S235,Zone 0,1.42,3.82,5.25,3295.99,31.67,100.0,100.0
9236,residential,2,3.3,24,9,16,36,30,355,S355,Zone 3,0.69,1.76,3.48,61.61,201.78,66.29,57.46
9237,office,15,3.5,220,100,45,60,50,355,S355,Zone 3,1.53,3.23,5.47,37849.89,13.96,100.0,84.18
9238,commercial,3,4.5,24,9,10,36,35,460,S460,Zone 2,0.47,4.28,5.42,1032.29,1577.94,42.5,78.48
9239,office,25,3.5,220,100,30,50,40,235,S235,Zone 0,0.76,3.92,4.25,593089.54,51.76,100.0,91.25
9240,commercial,6,3.5,40,16,32,40,45,235,S235,Zone 2,1.0,4.88,6.11,5811.35,53.6,100.0,80.39
9241,residential,3,3.3,24,9,24,50,25,235,S235,Zone 0,0.31,1.79,3.86,32.69,65.6,100.0,87.5
9242,residential,5,2.7,60,25,28,28,50,355,S355,Zone 2,1.17,1.85,4.46,2043.26,43.19,100.0,79.26
9243,commercial,2,3.5,24,9,22,28,20,460,S460,Zone 3,0.35,4.67,6.77,78.09,159.99,68.86,57.65
9244,residential,3,3.0,24,9,14,60,90,355,S355,Zone 3,0.69,2.19,3.48,93.85,313.99,91.18,64.49
9245,residential,6,2.7,40,16,40,45,25,355,S355,Zone 1,0.54,1.73,4.3,680.38,16.33,100.0,83.48
9246,office,6,4.0,40,16,24,40,35,275,S275,Zone 4,1.18,2.58,5.6,14671.93,95.33,91.5,62.3
9247,office,10,4.0,144,64,45,50,60,275,S275,Zone 0,0.52,3.99,4.72,8773.78,15.17,100.0,97.31
9248,residential,6,3.3,60,25,30,32,40,275,S275,Zone 0,0.36,1.66,3.39,2886.96,32.79,100.0,92.31
9249,office,8,4.0,112,49,30,32,25,460,S460,Zone 0,0.51,2.67,5.31,34304.07,46.16,100.0,93.48
9250,residential,2,2.7,24,9,10,50,50,235,S235,Zone 0,0.7,1.77,3.87,345.86,911.07,93.24,93.75
9251,commercial,2,3.5,40,16,16,28,45,275,S275,Zone 0,1.03,4.12,6.43,143.61,388.59,52.88,93.56
9252,office,15,4.5,220,100,36,36,50,420,S420,Zone 4,1.26,3.95,5.1,972632.68,33.86,100.0,84.32
9253,office,5,4.5,40,16,28,32,40,235,S235,Zone 2,1.18,2.82,4.12,22534.42,55.9,100.0,79.91
9254,office,5,3.5,84,36,32,36,25,355,S355,Zone 3,0.73,3.7,5.09,1686.22,39.74,100.0,63.47
9255,office,15,4.0,220,100,40,50,40,420,S420,Zone 3,1.28,3.31,4.21,159788.79,19.58,100.0,84.71
9256,office,4,4.0,40,16,32,45,35,235,S235,Zone 0,0.44,3.59,5.92,486.46,42.55,100.0,90.0
9257,commercial,6,4.5,60,25,36,60,80,275,S275,Zone 4,1.43,4.62,6.34,2985.85,41.39,100.0,71.84
9258,commercial,1,4.0,24,9,22,60,70,420,S420,Zone 3,0.35,4.18,5.27,23.41,134.89,100.0,64.79
9259,office,4,3.5,40,16,28,60,70,275,S275,Zone 0,0.87,3.37,4.16,103.37,52.57,100.0,99.81
9260,residential,12,3.3,220,100,36,40,90,420,S420,Zone 3,0.8,2.12,4.59,20841.99,25.0,100.0,87.85
